candidate_id,previous_period,period,provider,provider_name,code_a,code_b,before_a,after_a,change_a,before_b,after_b,change_b,absolute_change_ratio,paired_net_change,target_code,target_change_share_national_pct,classification,disposition,evidence_file,author_disposition,event,adjacent_total,cause,source_file,official_evidence_url,name_before,name_after
PE068,2024-12,2025-01,C5Y9L,NEWMEDICA - BERKSHIRE - BRACKNELL,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,1.0,not established from counts,202501-RTT-January2025-incomplete-pathways.csv,,,
PE069,2024-12,2025-01,Q8X0X,SPAMEDICA ISLE OF WIGHT,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,3.0,not established from counts,202501-RTT-January2025-incomplete-pathways.csv,,,
PE070,2024-12,2025-01,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,,,,,,,,,,,,,last_observed_exit,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,1232.0,not established from counts,202412-RTT-December2024-incomplete-pathways.csv,,,
PE071,2024-12,2025-01,R3I5E,NEWMEDICA -TELFORD,,,,,,,,,,,,,temporary_gap,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,4.0,not established from counts,202412-RTT-December2024-incomplete-pathways.csv,,,
PE072,2024-12,2025-01,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,,,,,,,,,,,,,last_observed_exit,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,29759.0,officially documented acquisition by Royal Free London on 1 January 2025,202412-RTT-December2024-incomplete-pathways.csv,https://www.england.nhs.uk/publication/royal-free-london-nhs-foundation-trust/,,
PE073,2024-12,2025-01,S5E5Y,HCRG CARE DERMATOLOGY THE IRONSTONE CENTRE,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,4274.0,not established from counts,202501-RTT-January2025-incomplete-pathways.csv,,,
PE074,2025-01,2025-02,M2Y6D,PRACTICE PLUS GROUP HOSPITAL BIRMINGHAM,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,80.0,not established from counts,202502-RTT-February2025-incomplete-pathways.csv,,,
PE075,2025-01,2025-02,NQT5K,ST MARTINS HOSPITAL,,,,,,,,,,,,,temporary_gap,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,1005.0,not established from counts,202501-RTT-January2025-incomplete-pathways.csv,,,
PE076,2025-01,2025-02,NYW17,ASPEN HEALTHCARE - MIDLAND EYE,,,,,,,,,,,,,last_observed_exit,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,800.0,not established from counts,202501-RTT-January2025-incomplete-pathways.csv,,,
PE077,2025-01,2025-02,O6X7Z,SPAMEDICA CAMBRIDGE,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,17.0,not established from counts,202502-RTT-February2025-incomplete-pathways.csv,,,
PE078,2025-01,2025-02,R3I5E,NEWMEDICA -TELFORD,,,,,,,,,,,,,reappearance_after_gap,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,3.0,not established from counts,202502-RTT-February2025-incomplete-pathways.csv,,,
PE079,2025-01,2025-02,S4E3I,MIDLAND EYE (EYE-DOCS LTD),,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,819.0,not established from counts,202502-RTT-February2025-incomplete-pathways.csv,,,
PE080,2025-01,2025-02,S5E5Y,HCRG CARE DERMATOLOGY THE IRONSTONE CENTRE,,,,,,,,,,,,,temporary_gap,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,4274.0,not established from counts,202501-RTT-January2025-incomplete-pathways.csv,,,
PE081,2025-02,2025-03,ADF01,NORTHWEST DIAGNOSTIC & TREATMENT SERVICES (MANOR HOUSE SURGERY),,,,,,,,,,,,,last_observed_exit,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,17.0,not established from counts,202502-RTT-February2025-incomplete-pathways.csv,,,
PE082,2025-02,2025-03,F7F6D,NEWMEDICA - HERTFORSHIRE - WELWYN GARDEN CITY,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,36.0,not established from counts,202503-RTT-March2025-incomplete-pathways.csv,,,
PE083,2025-02,2025-03,NRL,HEART NETWORKS,,,,,,,,,,,,,reappearance_after_gap,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,631.0,not established from counts,202503-RTT-March2025-incomplete-pathways.csv,,,
PE084,2025-02,2025-03,NX5,ANGLIA COMMUNITY EYE SERVICE LTD,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,1443.0,not established from counts,202503-RTT-March2025-incomplete-pathways.csv,,,
PE085,2025-02,2025-03,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,,,,,,,,,,,,,last_observed_exit,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,1987.0,not established from counts,202502-RTT-February2025-incomplete-pathways.csv,,,
PE086,2025-02,2025-03,Z1E5F,NEWMEDICA - HARROGATE,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,114.0,not established from counts,202503-RTT-March2025-incomplete-pathways.csv,,,
PE087,2025-03,2025-04,A1D1B,SPAMEDICA WEMBLEY,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,19.0,not established from counts,202504-RTT-April2025-incomplete-pathways.csv,,,
PE088,2025-03,2025-04,DJH01,THE ROYAL BUCKINGHAMSHIRE HOSPITAL LTD,,,,,,,,,,,,,temporary_gap,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,18.0,not established from counts,202503-RTT-March2025-incomplete-pathways.csv,,,
PE089,2025-03,2025-04,J0M7P,SPAMEDICA HEREFORD DIAGNOSTIC AND TREATMENT CENTRE,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,11.0,not established from counts,202504-RTT-April2025-incomplete-pathways.csv,,,
PE090,2025-03,2025-04,NQX,PROVIDE ENTERPRISES,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,54.0,not established from counts,202504-RTT-April2025-incomplete-pathways.csv,,,
PE091,2025-03,2025-04,NQX01,PROVIDE WELLBEING @ TOLLGATE CLINIC,,,,,,,,,,,,,last_observed_exit,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,64.0,not established from counts,202503-RTT-March2025-incomplete-pathways.csv,,,
PE092,2025-03,2025-04,NRF,UNIVERSITY OF SOUTHAMPTON AUDITORY IMPLANT SERVICE,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,203.0,not established from counts,202504-RTT-April2025-incomplete-pathways.csv,,,
PE093,2025-03,2025-04,NT244,NUFFIELD HOSPITAL OXFORD (THE MANOR),,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,65.0,not established from counts,202504-RTT-April2025-incomplete-pathways.csv,,,
PE094,2025-03,2025-04,NVG01,FAIRFIELD HOSPITAL,,,,,,,,,,,,,last_observed_exit,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,1986.0,not established from counts,202503-RTT-March2025-incomplete-pathways.csv,,,
PE095,2025-03,2025-04,Q2Y5H,OVIVA UK LTD,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,4937.0,not established from counts,202504-RTT-April2025-incomplete-pathways.csv,,,
PE096,2025-03,2025-04,Y9S1N,FAIRFIELD INDEPENDENT HOSPITAL,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,2107.0,not established from counts,202504-RTT-April2025-incomplete-pathways.csv,,,
PE097,2025-04,2025-05,DJH01,THE ROYAL BUCKINGHAMSHIRE HOSPITAL LTD,,,,,,,,,,,,,reappearance_after_gap,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,14.0,not established from counts,202505-RTT-May2025-incomplete-pathways.csv,,,
PE098,2025-04,2025-05,N1N0Y,SPAMEDICA CROYDON,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,20.0,not established from counts,202505-RTT-May2025-incomplete-pathways.csv,,,
PE099,2025-04,2025-05,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",,,,,,,,,,,,,temporary_gap,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,486.0,not established from counts,202504-RTT-April2025-incomplete-pathways.csv,,,
PE100,2025-04,2025-05,Q1S8W,NEWMEDICA - BURY ST EDMUNDS,,,,,,,,,,,,,temporary_gap,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,1.0,not established from counts,202504-RTT-April2025-incomplete-pathways.csv,,,
PE101,2025-04,2025-05,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,,,,,,,,,,,,,last_observed_exit,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,4.0,not established from counts,202504-RTT-April2025-incomplete-pathways.csv,,,
PE102,2025-05,2025-06,DPK,THE STONEYGATE EYE HOSPITAL,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,221.0,not established from counts,202506-RTT-June2025-incomplete-pathways.csv,,,
PE103,2025-05,2025-06,NQT5K,ST MARTINS HOSPITAL,,,,,,,,,,,,,reappearance_after_gap,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,135.0,not established from counts,202506-RTT-June2025-incomplete-pathways.csv,,,
PE104,2025-05,2025-06,S5E5Y,HCRG CARE DERMATOLOGY THE IRONSTONE CENTRE,,,,,,,,,,,,,reappearance_after_gap,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,4534.0,not established from counts,202506-RTT-June2025-incomplete-pathways.csv,,,
PE105,2025-06,2025-07,AWR,ONE STOP DOCTORS LIMITED,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,13.0,not established from counts,202507-RTT-July2025-incomplete-pathways.csv,,,
PE106,2025-06,2025-07,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",,,,,,,,,,,,,reappearance_after_gap,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,481.0,not established from counts,202507-RTT-July2025-incomplete-pathways.csv,,,
PE107,2025-06,2025-07,Q1S8W,NEWMEDICA - BURY ST EDMUNDS,,,,,,,,,,,,,reappearance_after_gap,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,1.0,not established from counts,202507-RTT-July2025-incomplete-pathways.csv,,,
PE108,2025-06,2025-07,R3I5E,NEWMEDICA -TELFORD,,,,,,,,,,,,,last_observed_exit,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,1.0,not established from counts,202506-RTT-June2025-incomplete-pathways.csv,,,
PE109,2025-06,2025-07,R5J3Z,BORDER HEALTH ALLIANCE LIMITED,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,449.0,not established from counts,202507-RTT-July2025-incomplete-pathways.csv,,,
PE110,2025-06,2025-07,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,,,,,,,,,,,,,last_observed_exit,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,91256.0,officially documented non-reporting; estimates used in separate NHS dashboard,202506-RTT-June2025-incomplete-pathways.csv,https://data.england.nhs.uk/providers/acute-provider-table?info=true,,
PE111,2025-06,2025-07,V8A3H,SPAMEDICA SHEFFIELD COMMUNITY DIAGNOSTIC & TREATMENT CENTRE,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,1.0,not established from counts,202507-RTT-July2025-incomplete-pathways.csv,,,
PE112,2025-07,2025-08,ADN,PRIMARY INTEGRATED COMMUNITY SERVICES LTD,,,,,,,,,,,,,last_observed_exit,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,2908.0,not established from counts,202507-RTT-July2025-incomplete-pathways.csv,,,
PE113,2025-07,2025-08,D0V5X,NEWMEDICA - SWINDON MURDOCK ROAD,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,53.0,not established from counts,202508-RTT-August2025-incomplete-pathways.csv,,,
PE114,2025-07,2025-08,M6L9D,NEWMEDICA - NOTTINGHAM - KEYWORTH,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,16.0,not established from counts,202508-RTT-August2025-incomplete-pathways.csv,,,
PE115,2025-07,2025-08,U0K8N,CES MEDICAL,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,32.0,not established from counts,202508-RTT-August2025-incomplete-pathways.csv,,,
PE116,2025-08,2025-09,H4Y7F,SPAMEDICA DORCHESTER,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,6.0,not established from counts,202509-RTT-September2025-incomplete-pathways.csv,,,
PE117,2025-08,2025-09,NP9,BESPOKE HEALTHCARE LTD,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,407.0,not established from counts,202509-RTT-September2025-incomplete-pathways.csv,,,
PE118,2025-08,2025-09,Q1S8W,NEWMEDICA - BURY ST EDMUNDS,,,,,,,,,,,,,last_observed_exit,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,2.0,not established from counts,202508-RTT-August2025-incomplete-pathways.csv,,,
PE119,2025-08,2025-09,V8A3H,SPAMEDICA SHEFFIELD COMMUNITY DIAGNOSTIC & TREATMENT CENTRE,,,,,,,,,,,,,temporary_gap,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,2.0,not established from counts,202508-RTT-August2025-incomplete-pathways.csv,,,
PE120,2025-09,2025-10,AVQ03,ONE HATFIELD HOSPITAL,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,990.0,not established from counts,202510-RTT-October2025-incomplete-pathways.csv,,,
PE121,2025-09,2025-10,NHW,STANDARD HEALTH LTD,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,118.0,not established from counts,202510-RTT-October2025-incomplete-pathways.csv,,,
PE122,2025-09,2025-10,NVL,DMC DERMATOLOGY,,,,,,,,,,,,,last_observed_exit,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,238.0,not established from counts,202509-RTT-September2025-incomplete-pathways.csv,,,
PE123,2025-09,2025-10,V3J9W,PASTEL HEALTH,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,16.0,not established from counts,202510-RTT-October2025-incomplete-pathways.csv,,,
PE124,2025-10,2025-11,A4Y8X,ACES NOTTINGHAM,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,1.0,not established from counts,202511-RTT-November2025-incomplete-pathways.csv,,,
PE125,2025-10,2025-11,A9P5F,ACES WHITE CITY,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,9.0,not established from counts,202511-RTT-November2025-incomplete-pathways.csv,,,
PE126,2025-10,2025-11,AVQ01,ONE ASHFORD HOSPITAL,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,1076.0,not established from counts,202511-RTT-November2025-incomplete-pathways.csv,,,
PE127,2025-10,2025-11,D2L5T,ACES LIVERPOOL,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,18.0,not established from counts,202511-RTT-November2025-incomplete-pathways.csv,,,
PE128,2025-10,2025-11,F7B2B,ANGLIA COMMUNITY EYE SERVICE - BURY ST EDMUNDS,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,2.0,not established from counts,202511-RTT-November2025-incomplete-pathways.csv,,,
PE129,2025-10,2025-11,H3W7Q,ACES CHELMSFORD,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,8.0,not established from counts,202511-RTT-November2025-incomplete-pathways.csv,,,
PE130,2025-10,2025-11,H7X1I,ANGLIA COMMUNITY EYE SERVICE - CAMBRIDGE,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,17.0,not established from counts,202511-RTT-November2025-incomplete-pathways.csv,,,
PE131,2025-10,2025-11,I7G8X,ACES NEWCASTLE,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,7.0,not established from counts,202511-RTT-November2025-incomplete-pathways.csv,,,
PE132,2025-10,2025-11,N1M9Z,ACES EXETER,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,5.0,not established from counts,202511-RTT-November2025-incomplete-pathways.csv,,,
PE133,2025-10,2025-11,NX5,ANGLIA COMMUNITY EYE SERVICE LTD,,,,,,,,,,,,,last_observed_exit,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,2055.0,not established from counts,202510-RTT-October2025-incomplete-pathways.csv,,,
PE134,2025-10,2025-11,NX501,ANGLIA COMMUNITY EYE SERVICE LTD,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,1562.0,not established from counts,202511-RTT-November2025-incomplete-pathways.csv,,,
PE135,2025-10,2025-11,NX504,ANGLIA COMMUNITY EYE SERVICES FAKENHAM,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,14.0,not established from counts,202511-RTT-November2025-incomplete-pathways.csv,,,
PE136,2025-10,2025-11,NX507,ANGLIA COMMUNITY EYE SERVICE - THETFORD HEALTHY LIVING CENTRE,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,13.0,not established from counts,202511-RTT-November2025-incomplete-pathways.csv,,,
PE137,2025-10,2025-11,O9Q4E,ANGLIA COMMUNITY EYE SERVICE - PETERBOROUGH,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,50.0,not established from counts,202511-RTT-November2025-incomplete-pathways.csv,,,
PE138,2025-10,2025-11,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",,,,,,,,,,,,,temporary_gap,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",disappears,58662.0,officially documented non-submission,202510-RTT-October2025-incomplete-pathways.csv,https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2026/01/Nov25-RTT-SPN-Publication-PDF-458K-1Xmjkk.pdf,,
PE139,2025-10,2025-11,S0L9O,ACES BIRMINGHAM,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,1.0,not established from counts,202511-RTT-November2025-incomplete-pathways.csv,,,
PE140,2025-10,2025-11,T1T4S,ACES BRISTOL,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,12.0,not established from counts,202511-RTT-November2025-incomplete-pathways.csv,,,
PE141,2025-10,2025-11,U1P4Z,ACES MILTON KEYNES,,,,,,,,,,,,,first_observed_entry,caveat; preserve official monthly scope,anomaly_provider_presence_events.csv,"Reviewed; retain observed monthly scope. Keep documented cause where sourced, otherwise unknown; missing reporting and coverage caveats added.",appears,18.0,not established from counts,202511-RTT-November2025-incomplete-pathways.csv,,,
